ID,mbp,sbp,dbp,cp,sut,dt,dt10,st10,st10_p_dt10,st10_d_dt10,dt25,st25,st25_p_dt25,st25_d_dt25,dt33,st33,st33_p_dt33,st33_d_dt33,dt50,st50,st50_p_dt50,st50_d_dt50,dt66,st66,st66_p_dt66,st66_d_dt66,dt75,st75,st75_p_dt75,st75_d_dt75
34040000,94.5817949945,132.354398382,75.6954933008,0.751,0.217,0.5485,0.009,0.1985,0.2075,0.0443288139166,0.009,0.1985,0.2075,0.0443288139166,0.009,0.1985,0.2075,0.0443288139166,0.009,0.1985,0.2075,0.0443288139166,0.009,0.1985,0.2075,0.0443288139166,0.009,0.1985,0.2075,0.0443288139166
34040000,94.6493822484,131.96484597,75.9916503874,0.763,0.212,0.5525,0.0265,0.2105,0.237,0.129038063386,0.0265,0.2105,0.237,0.129038063386,0.0265,0.2105,0.237,0.129038063386,0.0225,0.2105,0.233,0.109807294155,0.0225,0.2105,0.233,0.109807294155,0.0225,0.2095,0.232,0.110301365301
34040000,94.9358298541,132.150182969,76.3286532968,0.736,0.2175,0.5255,0.0255,0.2075,0.233,0.133175898176,0.0255,0.2075,0.233,0.133175898176,0.0255,0.2075,0.233,0.133175898176,0.0255,0.2075,0.233,0.133175898176,0.0255,0.2075,0.233,0.133175898176,0.0255,0.2075,0.233,0.133175898176
34040000,95.6068834854,134.437782466,76.1914339952,0.7445,0.2005,0.5375,0.025,0.192,0.217,0.130036231884,0.025,0.192,0.217,0.130036231884,0.025,0.192,0.217,0.130036231884,0.025,0.192,0.217,0.130036231884,0.025,0.192,0.217,0.130036231884,0.025,0.192,0.217,0.130036231884
34040000,95.6808615553,132.713433093,77.1645757863,0.7625,0.2,0.502,0.012,0.198,0.21,0.0604347826087,0.012,0.198,0.21,0.0604347826087,0.012,0.198,0.21,0.0604347826087,0.012,0.198,0.21,0.0604347826087,0.012,0.198,0.21,0.0604347826087,0.012,0.198,0.21,0.0604347826087
34040000,95.7450058825,133.77669933,76.7291591587,0.7685,0.2075,0.569,0.012,0.1995,0.2115,0.0600174825175,0.012,0.1995,0.2115,0.0600174825175,0.012,0.1995,0.2115,0.0600174825175,0.012,0.1995,0.2115,0.0600174825175,0.012,0.1995,0.2115,0.0600174825175,0.012,0.1995,0.2115,0.0600174825175
34040000,96.232705188,134.217233886,77.240440839,0.756,0.197,0.5525,0.033,0.1915,0.2245,0.177526147099,0.033,0.1915,0.2245,0.177526147099,0.033,0.1915,0.2245,0.177526147099,0.033,0.1915,0.2245,0.177526147099,0.033,0.1915,0.2245,0.177526147099,0.033,0.1915,0.2245,0.177526147099
34040000,96.2895240054,135.727570422,76.5705007972,0.7635,0.209,0.5585,0.0215,0.195,0.2165,0.108080166507,0.0215,0.195,0.2165,0.108080166507,0.0095,0.195,0.2045,0.0503878588146,0.0095,0.195,0.2045,0.0503878588146,0.0095,0.195,0.2045,0.0503878588146,0.0095,0.195,0.2045,0.0503878588146
34040000,96.7587690744,134.024240523,78.1260333501,0.7445,0.202,0.5495,0.0275,0.2005,0.228,0.13672979798,0.0275,0.2005,0.228,0.13672979798,0.0155,0.2005,0.216,0.0767297979798,0.0155,0.2005,0.216,0.0767297979798,0.0155,0.2005,0.216,0.0767297979798,0.0155,0.2005,0.216,0.0767297979798
34040000,96.8020681439,135.142315567,77.6319444324,0.7455,0.2075,0.552,0.013,0.204,0.217,0.0639464882943,0.013,0.204,0.217,0.0639464882943,0.013,0.204,0.217,0.0639464882943,0.013,0.204,0.217,0.0639464882943,0.013,0.204,0.217,0.0639464882943,0.013,0.204,0.217,0.0639464882943
34040000,97.1515089418,136.361224764,77.5466510306,0.764,0.198,0.561,0.026,0.189,0.215,0.135277777778,0.026,0.189,0.215,0.135277777778,0.026,0.189,0.215,0.135277777778,0.026,0.189,0.215,0.135277777778,0.026,0.189,0.215,0.135277777778,0.026,0.189,0.215,0.135277777778
