ID,mbp,sbp,dbp,cp,sut,dt,dt10,st10,st10_p_dt10,st10_d_dt10,dt25,st25,st25_p_dt25,st25_d_dt25,dt33,st33,st33_p_dt33,st33_d_dt33,dt50,st50,st50_p_dt50,st50_d_dt50,dt66,st66,st66_p_dt66,st66_d_dt66,dt75,st75,st75_p_dt75,st75_d_dt75
34040000,93.1332029223,129.458115584,74.9707465917,0.7685,0.2015,0.537,0.0165,0.1895,0.206,0.0869182900433,0.0165,0.1775,0.194,0.0928706709957,0.0165,0.1775,0.194,0.0928706709957,0.0165,0.1775,0.194,0.0928706709957,0.0165,0.1775,0.194,0.0928706709957,0.0165,0.1775,0.194,0.0928706709957
34040000,93.9133222757,130.47978325,75.6300917886,0.767,0.1985,0.565,0.0135,0.1925,0.206,0.070027173913,0.0135,0.1925,0.206,0.070027173913,0.0135,0.1925,0.206,0.070027173913,0.0135,0.1925,0.206,0.070027173913,0.0135,0.1925,0.206,0.070027173913,0.0135,0.1925,0.206,0.070027173913
34040000,94.0895860051,129.427225712,76.4207661518,0.7195,0.217,0.508,0.011,0.1905,0.2015,0.0518655070799,0.011,0.1785,0.1895,0.0567997176062,0.011,0.1785,0.1895,0.0567997176062,0.011,0.1785,0.1895,0.0567997176062,0.011,0.1785,0.1895,0.0567997176062,0.008,0.1785,0.1865,0.0507513305094
34040000,95.6802441929,134.147920732,76.4464059232,0.767,0.2065,0.56,0.0185,0.1885,0.207,0.10048951049,0.0185,0.1885,0.207,0.10048951049,0.0185,0.1885,0.207,0.10048951049,0.0185,0.1885,0.207,0.10048951049,0.0185,0.1885,0.207,0.10048951049,0.0185,0.1875,0.206,0.100890151515
34040000,96.03980296,133.313237212,77.403085834,0.749,0.2995,0.551,0.0495,0.2975,0.347,0.149444444444,0.0495,0.2975,0.347,0.149444444444,0.0495,0.2975,0.347,0.149444444444,0.0255,0.2975,0.323,0.0812626262626,0.0255,0.2975,0.323,0.0812626262626,0.0255,0.2975,0.323,0.0812626262626
34040000,96.2943371788,135.409048572,76.7369814823,0.7475,0.208,0.5435,0.029,0.2035,0.2325,0.149945652174,0.029,0.2035,0.2325,0.149945652174,0.029,0.2035,0.2325,0.149945652174,0.029,0.2035,0.2325,0.149945652174,0.013,0.2035,0.2165,0.0666123188406,0.013,0.2035,0.2165,0.0666123188406
34040000,96.4211760695,134.373722695,77.4449027566,0.731,0.221,0.44,0.0225,0.2105,0.233,0.105359629104,0.0225,0.2105,0.233,0.105359629104,0.0225,0.2105,0.233,0.105359629104,0.0225,0.2105,0.233,0.105359629104,0.0225,0.2105,0.233,0.105359629104,0.0225,0.2105,0.233,0.105359629104
34040000,97.1750418429,136.805085617,77.3600199557,0.767,0.2065,0.5425,0.032,0.202,0.234,0.158164251208,0.032,0.202,0.234,0.158164251208,0.032,0.202,0.234,0.158164251208,0.032,0.202,0.234,0.158164251208,0.032,0.202,0.234,0.158164251208,0.032,0.202,0.234,0.158164251208
34040000,97.3201893061,136.245010387,77.8577787656,0.724,0.214,0.516,0.025,0.2085,0.2335,0.119766698818,0.025,0.2085,0.2335,0.119766698818,0.025,0.2085,0.2335,0.119766698818,0.025,0.2065,0.2315,0.120535929588,0.025,0.2065,0.2315,0.120535929588,0.025,0.2065,0.2315,0.120535929588
34040000,97.3951317496,135.347383267,78.4190059906,0.7515,0.2075,0.5585,0.0245,0.1975,0.222,0.121235431235,0.0235,0.1965,0.22,0.116645130232,0.0235,0.1965,0.22,0.116645130232,0.0225,0.1965,0.219,0.111837437924,0.0225,0.1965,0.219,0.111837437924,0.0145,0.1965,0.211,0.0733758994629
34040000,97.5587599031,134.643523607,79.0163780512,0.7465,0.277,0.4305,0.0155,0.277,0.2925,0.0584652133456,0.0155,0.277,0.2925,0.0584652133456,0.0155,0.277,0.2925,0.0584652133456,0.0155,0.269,0.2845,0.0595004100329,0.0155,0.269,0.2845,0.0595004100329,0.0155,0.253,0.2685,0.0642793825538
34040000,97.6285662384,136.634275852,78.1257114316,0.744,0.2395,0.4675,0.0125,0.239,0.2515,0.0592986874237,0.0125,0.2385,0.251,0.059525136699,0.0125,0.2385,0.251,0.059525136699,0.0125,0.2305,0.243,0.0633130154869,0.0125,0.2025,0.215,0.0658219760604,0.0125,0.2025,0.215,0.0658219760604
34040000,97.8458241933,136.216017968,78.660727306,0.7075,0.309,0.4885,0.024,0.294,0.318,0.0980203864127,0.023,0.294,0.317,0.092585603804,0.023,0.29,0.313,0.092862458732,0.023,0.29,0.313,0.092862458732,0.023,0.29,0.313,0.092862458732,0.023,0.29,0.313,0.092862458732
34040000,98.2354601864,137.882200209,78.4120901749,0.766,0.1935,0.537,0.0205,0.1925,0.213,0.106588628763,0.0205,0.192,0.2125,0.106796962096,0.0205,0.192,0.2125,0.106796962096,0.0205,0.192,0.2125,0.106796962096,0.0205,0.192,0.2125,0.106796962096,0.0205,0.192,0.2125,0.106796962096
34040000,98.4133700823,138.719311837,78.2603992048,0.751,0.2165,0.5295,0.009,0.2025,0.2115,0.043741638796,0.009,0.2025,0.2115,0.043741638796,0.009,0.2025,0.2115,0.043741638796,0.009,0.1945,0.2035,0.046866638796,0.009,0.1945,0.2035,0.046866638796,0.009,0.194,0.203,0.0469708054627
34040000,98.755907951,138.223151405,79.0222862238,0.759,0.2215,0.5465,0.018,0.21,0.228,0.0905487804878,0.018,0.21,0.228,0.0905487804878,0.018,0.21,0.228,0.0905487804878,0.0155,0.21,0.2255,0.0780487804878,0.0155,0.21,0.2255,0.0780487804878,0.0155,0.21,0.2255,0.0780487804878
34040000,98.9341912902,139.720002254,78.5412858082,0.753,0.2065,0.548,0.0375,0.194,0.2315,0.198816541249,0.0375,0.194,0.2315,0.198816541249,0.0375,0.194,0.2315,0.198816541249,0.0375,0.194,0.2315,0.198816541249,0.0375,0.194,0.2315,0.198816541249,0.0375,0.194,0.2315,0.198816541249
34040000,98.9933430976,138.766643571,79.1066928609,0.748,0.2,0.543,0.021,0.1865,0.2075,0.111824494949,0.021,0.1865,0.2075,0.111824494949,0.013,0.1865,0.1995,0.0718244949495,0.013,0.1825,0.1955,0.0726578282828,0.013,0.1825,0.1955,0.0726578282828,0.013,0.1825,0.1955,0.0726578282828
34040000,99.2304817821,138.342953103,79.6742461219,0.7335,0.232,0.517,0.0155,0.224,0.2395,0.0724016272797,0.0155,0.224,0.2395,0.0724016272797,0.0155,0.224,0.2395,0.0724016272797,0.0155,0.224,0.2395,0.0724016272797,0.0155,0.224,0.2395,0.0724016272797,0.0155,0.224,0.2395,0.0724016272797
